Date,Open,High,Low,Close,Adj Close,Volume
2000-09-06,0.805555,0.819444,0.736111,0.805555,0.687903,3749544
2000-09-07,0.861111,0.888888,0.819444,0.861111,0.735345,4625208
2000-09-08,0.791666,0.819444,0.750000,0.791666,0.676043,1156032
2000-09-11,0.805555,0.833333,0.763888,0.805555,0.687903,1432080
2000-09-12,0.694444,0.763888,0.680555,0.694444,0.593020,1273824
2000-09-13,0.763888,0.805555,0.736111,0.763888,0.652322,2518848
2000-09-14,0.736111,0.777777,0.736111,0.736111,0.628601,536616
2000-09-15,0.736111,0.750000,0.722222,0.736111,0.628601,237960
2000-09-18,0.736111,0.736111,0.736111,0.736111,0.628601,0
2000-09-19,0.736111,0.736111,0.736111,0.736111,0.628601,0
2000-09-20,0.722222,0.729166,0.694444,0.722222,0.616741,1108512
2000-09-21,0.722222,0.722222,0.722222,0.722222,0.616741,0
2000-09-22,0.722222,0.722222,0.722222,0.722222,0.616741,0
2000-09-25,0.722222,0.722222,0.722222,0.722222,0.616741,0
2000-09-26,0.722222,0.722222,0.722222,0.722222,0.616741,0
2000-09-27,0.722222,0.722222,0.722222,0.722222,0.616741,0
2000-09-28,0.673611,0.680555,0.666666,0.673611,0.575230,209304
2000-09-29,0.673611,0.673611,0.659722,0.673611,0.575230,306144
2000-10-02,0.680555,0.687500,0.673611,0.680555,0.581159,152496
2000-10-03,0.680555,0.680555,0.680555,0.680555,0.581159,0
2000-10-04,0.680555,0.687500,0.673611,0.680555,0.581159,89856
2000-10-05,0.680555,0.680555,0.680555,0.680555,0.581159,0
2000-10-06,0.680555,0.680555,0.680555,0.680555,0.581159,0
2000-10-09,0.680555,0.680555,0.680555,0.680555,0.581159,0
2000-10-10,0.666666,0.687500,0.666666,0.666666,0.569299,163152
2000-10-11,0.687500,0.694444,0.673611,0.687500,0.587090,666720
2000-10-12,0.687500,0.687500,0.687500,0.687500,0.587090,0
2000-10-13,0.687500,0.687500,0.687500,0.687500,0.587090,0
2000-10-16,0.687500,0.687500,0.687500,0.687500,0.587090,0
2000-10-17,0.694444,0.708333,0.687500,0.694444,0.593020,694224
2000-10-18,0.680555,0.694444,0.680555,0.680555,0.581159,155952
2000-10-19,0.694444,0.722222,0.680555,0.694444,0.593020,506736
2000-10-20,0.701388,0.722222,0.694444,0.701388,0.598950,586728
2000-10-23,0.701388,0.701388,0.701388,0.701388,0.598950,0
2000-10-24,0.680555,0.694444,0.680555,0.680555,0.581159,101016
2000-10-25,0.701388,0.715277,0.687500,0.701388,0.598950,681480
2000-10-26,0.694444,0.722222,0.680555,0.694444,0.593020,506736
2000-10-27,0.694444,0.694444,0.694444,0.694444,0.593020,0
2000-10-30,0.680555,0.694444,0.673611,0.680555,0.581159,253080
2000-10-31,0.680555,0.680555,0.680555,0.680555,0.581159,0
2000-11-01,0.680555,0.708333,0.680555,0.680555,0.581159,289728
2000-11-02,0.680555,0.680555,0.680555,0.680555,0.581159,0
2000-11-03,0.673611,0.680555,0.666666,0.673611,0.575230,202176
2000-11-06,0.673611,0.673611,0.659722,0.673611,0.575230,107424
2000-11-07,0.652777,0.652777,0.645833,0.652777,0.557438,40968
2000-11-08,0.666666,0.673611,0.652777,0.666666,0.569299,208800
2000-11-09,0.631944,0.638888,0.625000,0.631944,0.539648,49320
2000-11-10,0.631944,0.631944,0.625000,0.631944,0.539648,24480
2000-11-13,0.604166,0.625000,0.604166,0.604166,0.515927,64512
2000-11-14,0.590277,0.618055,0.583333,0.590277,0.504067,86112
2000-11-15,0.597222,0.611111,0.597222,0.597222,0.509997,48600
2000-11-16,0.590277,0.604166,0.590277,0.590277,0.504067,17712
2000-11-17,0.562500,0.569444,0.541666,0.562500,0.480346,42336
2000-11-20,0.520833,0.583333,0.520833,0.520833,0.444765,188064
2000-11-21,0.520833,0.520833,0.520833,0.520833,0.444765,0
2000-11-22,0.416666,0.423611,0.375000,0.416666,0.355812,176256
2000-11-23,0.472222,0.479166,0.444444,0.472222,0.403254,152352
2000-11-24,0.430555,0.451388,0.423611,0.430555,0.367672,119880
2000-11-27,0.423611,0.437500,0.423611,0.423611,0.361742,40536
2000-11-28,0.375000,0.402777,0.375000,0.375000,0.320231,71784
2000-11-29,0.336805,0.347222,0.315972,0.336805,0.287614,48600
2000-11-30,0.343750,0.354166,0.340277,0.343750,0.293545,36144
2000-12-01,0.288194,0.315972,0.288194,0.288194,0.246103,84240
2000-12-04,0.250000,0.270833,0.250000,0.250000,0.213487,36576
2000-12-05,0.253472,0.253472,0.225694,0.253472,0.216452,102744
2000-12-06,0.298611,0.298611,0.298611,0.298611,0.254999,3024
2000-12-07,0.322916,0.347222,0.322916,0.322916,0.275754,272160
2000-12-08,0.274305,0.298611,0.270833,0.274305,0.234243,75024
2000-12-11,0.309027,0.319444,0.281250,0.309027,0.263893,213264
2000-12-12,0.326388,0.333333,0.312500,0.326388,0.278719,330048
2000-12-13,0.288194,0.322916,0.288194,0.288194,0.246103,609408
2000-12-14,0.270833,0.302083,0.270833,0.270833,0.231278,57672
2000-12-15,0.274305,0.298611,0.270833,0.274305,0.234243,75024
2000-12-18,0.274305,0.284722,0.274305,0.274305,0.234243,43488
2000-12-19,0.267361,0.277777,0.267361,0.267361,0.228313,16488
2000-12-20,0.288194,0.322916,0.288194,0.288194,0.246103,609408
2000-12-21,0.267361,0.277777,0.267361,0.267361,0.228313,72504
2000-12-22,0.274305,0.281250,0.263888,0.274305,0.234243,101952
2000-12-25,0.274305,0.284722,0.274305,0.274305,0.234243,43488
2000-12-26,0.274305,0.274305,0.274305,0.274305,0.234243,0
2000-12-27,0.274305,0.274305,0.274305,0.274305,0.234243,0
2000-12-28,0.274305,0.274305,0.274305,0.274305,0.234243,0
2000-12-29,0.274305,0.274305,0.274305,0.274305,0.234243,0
2001-01-01,0.274305,0.274305,0.274305,0.274305,0.234243,0
2001-01-02,0.270833,0.277777,0.270833,0.270833,0.231278,20376
2001-01-03,0.288194,0.291666,0.274305,0.288194,0.246103,731952
2001-01-04,0.312500,0.312500,0.284722,0.312500,0.266859,344520
2001-01-05,0.350694,0.350694,0.333333,0.350694,0.299475,215928
2001-01-08,0.375000,0.388888,0.347222,0.375000,0.320231,290736
2001-01-09,0.375000,0.381944,0.368055,0.375000,0.320231,99288
2001-01-10,0.409722,0.409722,0.361111,0.409722,0.349882,1154664
2001-01-11,0.375000,0.437500,0.375000,0.375000,0.320231,565416
2001-01-12,0.381944,0.395833,0.375000,0.381944,0.326161,103824
2001-01-15,0.368055,0.381944,0.361111,0.368055,0.314300,108864
2001-01-16,0.354166,0.375000,0.354166,0.354166,0.302440,46440
2001-01-17,0.375000,0.381944,0.354166,0.375000,0.320231,83952
2001-01-18,0.375000,0.375000,0.375000,0.375000,0.320231,0
2001-01-19,0.361111,0.368055,0.361111,0.361111,0.308370,51336
2001-01-22,0.368055,0.375000,0.361111,0.368055,0.314300,42408
2001-01-23,0.347222,0.354166,0.340277,0.347222,0.296510,53064
2001-01-24,0.347222,0.347222,0.347222,0.347222,0.296510,0
2001-01-25,0.343750,0.347222,0.340277,0.343750,0.293545,38304
2001-01-26,0.336805,0.350694,0.336805,0.336805,0.287614,225000
2001-01-29,0.315972,0.333333,0.312500,0.315972,0.269824,35424
2001-01-30,0.298611,0.312500,0.288194,0.298611,0.254999,59400
2001-01-31,0.302083,0.302083,0.295138,0.302083,0.257964,28152
2001-02-01,0.305555,0.312500,0.305555,0.305555,0.260928,27000
2001-02-02,0.302083,0.319444,0.302083,0.302083,0.257964,41472
2001-02-05,0.288194,0.295138,0.288194,0.288194,0.246103,34992
2001-02-06,0.274305,0.277777,0.270833,0.274305,0.234243,27864
2001-02-07,0.274305,0.274305,0.274305,0.274305,0.234243,0
2001-02-08,0.281250,0.288194,0.277777,0.281250,0.240173,173088
2001-02-09,0.270833,0.277777,0.267361,0.270833,0.231278,47880
2001-02-12,0.267361,0.270833,0.246527,0.267361,0.228313,20880
2001-02-13,0.263888,0.267361,0.256944,0.263888,0.225347,9864
2001-02-14,0.291666,0.302083,0.281250,0.291666,0.249068,1390248
2001-02-15,0.284722,0.302083,0.277777,0.284722,0.243138,7862544
2001-02-16,0.284722,0.284722,0.284722,0.284722,0.243138,0
2001-02-19,0.284722,0.284722,0.284722,0.284722,0.243138,0
2001-02-20,0.284722,0.284722,0.284722,0.284722,0.243138,0
2001-02-21,0.284722,0.284722,0.284722,0.284722,0.243138,0
2001-02-22,0.215277,0.215277,0.194444,0.215277,0.183836,255312
2001-02-23,0.215277,0.215277,0.215277,0.215277,0.183836,0
2001-02-26,0.215277,0.215277,0.215277,0.215277,0.183836,0
2001-02-27,0.215277,0.215277,0.215277,0.215277,0.183836,0
2001-02-28,0.204861,0.243055,0.197916,0.204861,0.174941,801504
2001-03-01,0.215277,0.215277,0.201388,0.215277,0.183836,130968
2001-03-02,0.222222,0.236111,0.215277,0.222222,0.189766,496080
2001-03-05,0.222222,0.222222,0.222222,0.222222,0.189766,0
2001-03-06,0.222222,0.222222,0.222222,0.222222,0.189766,0
2001-03-07,0.222222,0.222222,0.222222,0.222222,0.189766,0
2001-03-08,0.222222,0.222222,0.222222,0.222222,0.189766,0
2001-03-09,0.222222,0.236111,0.215277,0.222222,0.189766,496080
2001-03-12,0.225694,0.229166,0.215277,0.225694,0.192731,565704
2001-03-13,0.225694,0.225694,0.225694,0.225694,0.192731,0
2001-03-14,0.222222,0.225694,0.218750,0.222222,0.189766,76536
2001-03-15,0.222222,0.222222,0.208333,0.222222,0.189766,95112
2001-03-16,0.225694,0.225694,0.222222,0.225694,0.192731,90792
2001-03-19,0.236111,0.243055,0.232638,0.236111,0.201627,422784
2001-03-20,0.239583,0.243055,0.232638,0.239583,0.204592,110736
2001-03-21,0.253472,0.263888,0.250000,0.253472,0.216452,722088
2001-03-22,0.243055,0.253472,0.243055,0.243055,0.207557,95328
2001-03-23,0.243055,0.243055,0.243055,0.243055,0.207557,0
2001-03-26,0.239583,0.250000,0.239583,0.239583,0.204592,239688
2001-03-27,0.222222,0.232638,0.218750,0.222222,0.189766,130896
2001-03-28,0.201388,0.218750,0.197916,0.201388,0.171975,135072
2001-03-29,0.208333,0.208333,0.201388,0.208333,0.177906,141984
2001-03-30,0.218750,0.218750,0.208333,0.218750,0.186801,129384
2001-04-02,0.225694,0.225694,0.218750,0.225694,0.192731,275976
2001-04-03,0.236111,0.246527,0.232638,0.236111,0.201627,630792
2001-04-04,0.229166,0.232638,0.225694,0.229166,0.195696,254520
2001-04-05,0.229166,0.229166,0.229166,0.229166,0.195696,0
2001-04-06,0.246527,0.253472,0.236111,0.246527,0.210522,1025208
2001-04-09,0.246527,0.246527,0.246527,0.246527,0.210522,0
2001-04-10,0.232638,0.236111,0.225694,0.232638,0.198661,108360
2001-04-11,0.229166,0.236111,0.229166,0.229166,0.195696,93024
2001-04-12,0.236111,0.239583,0.232638,0.236111,0.201627,163368
2001-04-13,0.246527,0.250000,0.239583,0.246527,0.210522,499104
2001-04-16,0.243055,0.246527,0.239583,0.243055,0.207557,158328
2001-04-17,0.250000,0.256944,0.246527,0.250000,0.213487,691776
2001-04-18,0.250000,0.260416,0.246527,0.250000,0.213487,655200
2001-04-19,0.260416,0.263888,0.250000,0.260416,0.222382,716472
2001-04-20,0.260416,0.267361,0.256944,0.260416,0.222382,742320
2001-04-23,0.260416,0.260416,0.260416,0.260416,0.222382,0
2001-04-24,0.263888,0.274305,0.260416,0.263888,0.225347,642168
2001-04-25,0.267361,0.270833,0.267361,0.267361,0.228313,332568
2001-04-26,0.267361,0.270833,0.267361,0.267361,0.228313,332568
2001-04-27,0.319444,0.319444,0.291666,0.319444,0.272789,1021968
2001-04-30,0.302083,0.309027,0.295138,0.302083,0.257964,294696
2001-05-01,0.302083,0.302083,0.302083,0.302083,0.257964,0
2001-05-02,0.295138,0.298611,0.288194,0.295138,0.252033,92952
2001-05-03,0.298611,0.302083,0.295138,0.298611,0.254999,457128
2001-05-04,0.305555,0.309027,0.302083,0.305555,0.260928,217080
2001-05-07,0.295138,0.295138,0.288194,0.295138,0.252033,118008
2001-05-08,0.295138,0.295138,0.295138,0.295138,0.252033,0
2001-05-09,0.295138,0.295138,0.295138,0.295138,0.252033,0
2001-05-10,0.284722,0.295138,0.281250,0.284722,0.243138,120168
2001-05-11,0.284722,0.288194,0.277777,0.284722,0.243138,134280
2001-05-14,0.277777,0.277777,0.270833,0.277777,0.237207,51048
2001-05-15,0.322916,0.322916,0.305555,0.322916,0.275754,1514880
2001-05-16,0.312500,0.322916,0.305555,0.312500,0.266859,729648
2001-05-17,0.319444,0.326388,0.312500,0.319444,0.272789,592848
2001-05-18,0.319444,0.319444,0.319444,0.319444,0.272789,0
2001-05-21,0.315972,0.322916,0.309027,0.315972,0.269824,285912
2001-05-22,0.322916,0.329861,0.315972,0.322916,0.275754,469296
2001-05-23,0.309027,0.315972,0.309027,0.309027,0.263893,118008
2001-05-24,0.309027,0.309027,0.309027,0.309027,0.263893,0
2001-05-25,0.309027,0.309027,0.309027,0.309027,0.263893,0
2001-05-28,0.315972,0.315972,0.309027,0.315972,0.269824,106560
2001-05-29,0.315972,0.315972,0.315972,0.315972,0.269824,0
2001-05-30,0.315972,0.315972,0.315972,0.315972,0.269824,0
2001-05-31,0.253472,0.277777,0.250000,0.253472,0.216452,264816
2001-06-01,0.274305,0.274305,0.267361,0.274305,0.234243,390024
2001-06-04,0.277777,0.281250,0.274305,0.277777,0.237207,108072
2001-06-05,0.274305,0.281250,0.274305,0.274305,0.234243,187560
2001-06-06,0.274305,0.274305,0.274305,0.274305,0.234243,0
2001-06-07,0.288194,0.291666,0.277777,0.288194,0.246103,287136
2001-06-08,0.295138,0.302083,0.288194,0.295138,0.252033,1036440
2001-06-11,0.284722,0.284722,0.281250,0.284722,0.243138,118800
2001-06-12,0.284722,0.288194,0.267361,0.284722,0.243138,511128
2001-06-13,0.284722,0.288194,0.284722,0.284722,0.243138,97704
2001-06-14,0.288194,0.298611,0.284722,0.288194,0.246103,1679472
2001-06-15,0.291666,0.291666,0.288194,0.291666,0.249068,319320
2001-06-18,0.291666,0.291666,0.291666,0.291666,0.249068,0
2001-06-19,0.284722,0.302083,0.284722,0.284722,0.243138,301608
2001-06-20,0.277777,0.281250,0.277777,0.277777,0.237207,73296
2001-06-21,0.274305,0.281250,0.274305,0.274305,0.234243,64872
2001-06-22,0.277777,0.277777,0.277777,0.277777,0.237207,24336
2001-06-25,0.281250,0.281250,0.274305,0.281250,0.240173,115272
2001-06-26,0.302083,0.305555,0.295138,0.302083,0.257964,650664
2001-06-27,0.298611,0.302083,0.295138,0.298611,0.254999,282744
2001-06-28,0.298611,0.298611,0.298611,0.298611,0.254999,0
2001-06-29,0.295138,0.298611,0.288194,0.295138,0.252033,231408
2001-07-02,0.291666,0.295138,0.288194,0.291666,0.249068,141336
2001-07-03,0.291666,0.291666,0.291666,0.291666,0.249068,0
2001-07-04,0.284722,0.291666,0.281250,0.284722,0.243138,134856
2001-07-05,0.288194,0.288194,0.281250,0.288194,0.246103,95328
2001-07-06,0.277777,0.284722,0.277777,0.277777,0.237207,82872
2001-07-09,0.274305,0.277777,0.270833,0.274305,0.234243,67248
2001-07-10,0.284722,0.288194,0.281250,0.284722,0.243138,143280
2001-07-11,0.284722,0.284722,0.284722,0.284722,0.243138,0
2001-07-12,0.253472,0.253472,0.246527,0.253472,0.216452,47880
2001-07-13,0.253472,0.260416,0.253472,0.253472,0.216452,25632
2001-07-16,0.243055,0.250000,0.243055,0.243055,0.207557,24480
2001-07-17,0.243055,0.243055,0.243055,0.243055,0.207557,0
2001-07-18,0.253472,0.253472,0.243055,0.253472,0.216452,62856
2001-07-19,0.253472,0.256944,0.250000,0.253472,0.216452,61776
2001-07-20,0.256944,0.260416,0.253472,0.256944,0.219417,73008
2001-07-23,0.253472,0.253472,0.253472,0.253472,0.216452,27000
2001-07-24,0.253472,0.253472,0.253472,0.253472,0.216452,0
2001-07-25,0.256944,0.260416,0.253472,0.256944,0.219417,155880
2001-07-26,0.246527,0.250000,0.239583,0.246527,0.210522,42120
2001-07-27,0.250000,0.250000,0.246527,0.250000,0.213487,3240
2001-07-30,0.250000,0.250000,0.243055,0.250000,0.213487,46656
2001-07-31,0.243055,0.246527,0.243055,0.243055,0.207557,25704
2001-08-01,0.243055,0.243055,0.243055,0.243055,0.207557,0
2001-08-02,0.246527,0.250000,0.239583,0.246527,0.210522,42120
2001-08-03,0.246527,0.246527,0.246527,0.246527,0.210522,0
2001-08-06,0.246527,0.246527,0.246527,0.246527,0.210522,0
2001-08-07,0.246527,0.246527,0.243055,0.246527,0.210522,13824
2001-08-08,0.239583,0.243055,0.239583,0.239583,0.204592,12024
2001-08-09,0.239583,0.239583,0.239583,0.239583,0.204592,0
2001-08-10,0.236111,0.250000,0.211805,0.236111,0.201627,2448
2001-08-13,0.229166,0.236111,0.229166,0.229166,0.195696,3672
2001-08-14,0.218750,0.222222,0.204861,0.218750,0.186801,38448
2001-08-15,0.215277,0.222222,0.215277,0.215277,0.183836,10728
2001-08-16,0.222222,0.225694,0.218750,0.222222,0.189766,36864
2001-08-17,0.222222,0.225694,0.218750,0.222222,0.189766,20232
2001-08-20,0.232638,0.236111,0.222222,0.232638,0.198661,154584
2001-08-21,0.236111,0.239583,0.232638,0.236111,0.201627,35136
2001-08-22,0.222222,0.229166,0.222222,0.222222,0.189766,74304
2001-08-23,0.225694,0.225694,0.225694,0.225694,0.192731,75240
2001-08-24,0.232638,0.232638,0.225694,0.232638,0.198661,116352
2001-08-27,0.243055,0.250000,0.239583,0.243055,0.207557,104688
2001-08-28,0.243055,0.243055,0.243055,0.243055,0.207557,0
2001-08-29,0.239583,0.243055,0.236111,0.239583,0.204592,19296
2001-08-30,0.239583,0.239583,0.239583,0.239583,0.204592,0
2001-08-31,0.229166,0.236111,0.229166,0.229166,0.195696,43488
2001-09-03,0.229166,0.229166,0.229166,0.229166,0.195696,0
2001-09-04,0.218750,0.222222,0.218750,0.218750,0.186801,20736
2001-09-05,0.225694,0.225694,0.222222,0.225694,0.192731,28440
2001-09-06,0.222222,0.222222,0.218750,0.222222,0.189766,8352
2001-09-07,0.222222,0.222222,0.222222,0.222222,0.189766,0
2001-09-10,0.215277,0.218750,0.215277,0.215277,0.183836,31104
2001-09-11,0.215277,0.215277,0.215277,0.215277,0.183836,0
2001-09-12,0.215277,0.215277,0.215277,0.215277,0.183836,0
2001-09-13,0.215277,0.215277,0.215277,0.215277,0.183836,0
2001-09-14,0.215277,0.215277,0.215277,0.215277,0.183836,0
2001-09-17,0.215277,0.215277,0.215277,0.215277,0.183836,0
2001-09-18,0.215277,0.215277,0.215277,0.215277,0.183836,0
2001-09-19,0.215277,0.215277,0.215277,0.215277,0.183836,0
2001-09-20,0.215277,0.215277,0.215277,0.215277,0.183836,0
2001-09-21,0.215277,0.215277,0.215277,0.215277,0.183836,0
2001-09-24,0.215277,0.215277,0.215277,0.215277,0.183836,0
2001-09-25,0.159722,0.163194,0.156250,0.159722,0.136395,23904
2001-09-26,0.152777,0.156250,0.152777,0.152777,0.130464,0
2001-09-27,0.149305,0.156250,0.149305,0.149305,0.127499,10944
2001-09-28,0.149305,0.149305,0.149305,0.149305,0.127499,0
2001-10-01,0.163194,0.170138,0.152777,0.163194,0.139359,128016
2001-10-02,0.159722,0.163194,0.156250,0.159722,0.136395,50760
2001-10-03,0.159722,0.163194,0.159722,0.159722,0.136395,30024
2001-10-04,0.159722,0.163194,0.159722,0.159722,0.136395,43560
2001-10-05,0.156250,0.159722,0.152777,0.156250,0.133430,61488
2001-10-08,0.149305,0.152777,0.138888,0.149305,0.127499,14688
2001-10-09,0.149305,0.156250,0.145833,0.149305,0.127499,328824
2001-10-10,0.152777,0.156250,0.149305,0.152777,0.130464,164808
2001-10-11,0.159722,0.166666,0.156250,0.159722,0.136395,290520
2001-10-12,0.159722,0.170138,0.159722,0.159722,0.136395,308736
2001-10-15,0.173611,0.177083,0.159722,0.173611,0.148255,293904
2001-10-16,0.184027,0.184027,0.170138,0.184027,0.157150,483624
2001-10-17,0.177083,0.180555,0.173611,0.177083,0.151220,157608
2001-10-18,0.180555,0.184027,0.177083,0.180555,0.154185,231192
2001-10-19,0.177083,0.180555,0.173611,0.177083,0.151220,40248
2001-10-22,0.197916,0.201388,0.177083,0.197916,0.169010,666360
2001-10-23,0.204861,0.215277,0.194444,0.204861,0.174941,1450872
2001-10-24,0.208333,0.208333,0.201388,0.208333,0.177906,116856
2001-10-25,0.204861,0.204861,0.197916,0.204861,0.174941,64728
2001-10-26,0.208333,0.208333,0.201388,0.208333,0.177906,210456
2001-10-29,0.208333,0.208333,0.208333,0.208333,0.177906,0
2001-10-30,0.225694,0.229166,0.208333,0.225694,0.192731,1106424
2001-10-31,0.229166,0.236111,0.222222,0.229166,0.195696,489240
2001-11-01,0.229166,0.232638,0.229166,0.229166,0.195696,146808
2001-11-02,0.260416,0.263888,0.236111,0.260416,0.222382,1380024
2001-11-05,0.250000,0.277777,0.250000,0.250000,0.213487,2498688
2001-11-06,0.246527,0.253472,0.243055,0.246527,0.210522,235728
2001-11-07,0.253472,0.260416,0.246527,0.253472,0.216452,606168
2001-11-08,0.253472,0.260416,0.253472,0.253472,0.216452,145800
2001-11-09,0.253472,0.253472,0.253472,0.253472,0.216452,0
2001-11-12,0.239583,0.243055,0.232638,0.239583,0.204592,92088
2001-11-13,0.232638,0.239583,0.232638,0.232638,0.198661,108000
2001-11-14,0.239583,0.239583,0.232638,0.239583,0.204592,106704
2001-11-15,0.243055,0.246527,0.239583,0.243055,0.207557,92088
2001-11-16,0.250000,0.250000,0.239583,0.250000,0.213487,364968
2001-11-19,0.250000,0.256944,0.243055,0.250000,0.213487,190656
2001-11-20,0.260416,0.281250,0.256944,0.260416,0.222382,412200
2001-11-21,0.246527,0.256944,0.246527,0.246527,0.210522,150192
2001-11-22,0.246527,0.256944,0.243055,0.246527,0.210522,166248
2001-11-23,0.246527,0.253472,0.246527,0.246527,0.210522,86256
2001-11-26,0.253472,0.260416,0.246527,0.253472,0.216452,753192
2001-11-27,0.256944,0.267361,0.253472,0.256944,0.219417,1069200
2001-11-28,0.239583,0.253472,0.236111,0.239583,0.204592,155232
2001-11-29,0.232638,0.243055,0.229166,0.232638,0.198661,60480
2001-11-30,0.232638,0.236111,0.225694,0.232638,0.198661,338328
2001-12-03,0.236111,0.239583,0.232638,0.236111,0.201627,82296
2001-12-04,0.236111,0.239583,0.229166,0.236111,0.201627,134424
2001-12-05,0.239583,0.246527,0.232638,0.239583,0.204592,346680
2001-12-06,0.250000,0.250000,0.236111,0.250000,0.213487,250056
2001-12-07,0.250000,0.250000,0.246527,0.250000,0.213487,134136
2001-12-10,0.256944,0.260416,0.243055,0.256944,0.219417,391320
2001-12-11,0.253472,0.260416,0.253472,0.253472,0.216452,130968
2001-12-12,0.246527,0.256944,0.246527,0.246527,0.210522,98424
2001-12-13,0.256944,0.256944,0.250000,0.256944,0.219417,142488
2001-12-14,0.243055,0.253472,0.243055,0.243055,0.207557,62640
2001-12-17,0.243055,0.243055,0.243055,0.243055,0.207557,0
2001-12-18,0.243055,0.243055,0.243055,0.243055,0.207557,0
2001-12-19,0.250000,0.253472,0.246527,0.250000,0.213487,22824
2001-12-20,0.246527,0.250000,0.239583,0.246527,0.210522,68544
2001-12-21,0.246527,0.246527,0.239583,0.246527,0.210522,169488
2001-12-24,0.253472,0.260416,0.250000,0.253472,0.216452,444816
2001-12-25,0.256944,0.263888,0.253472,0.256944,0.219417,295128
2001-12-26,0.253472,0.263888,0.253472,0.253472,0.216452,91872
2001-12-27,0.260416,0.263888,0.256944,0.260416,0.222382,156888
2001-12-28,0.263888,0.263888,0.256944,0.263888,0.225347,120744
2001-12-31,0.263888,0.263888,0.263888,0.263888,0.225347,0
2002-01-01,0.263888,0.263888,0.263888,0.263888,0.225347,0
2002-01-02,0.263888,0.263888,0.263888,0.263888,0.225347,0
2002-01-03,0.263888,0.263888,0.263888,0.263888,0.225347,0
2002-01-04,0.263888,0.263888,0.263888,0.263888,0.225347,0
2002-01-07,0.305555,0.309027,0.298611,0.305555,0.260928,190008
2002-01-08,0.298611,0.305555,0.291666,0.298611,0.254999,127944
2002-01-09,0.284722,0.302083,0.284722,0.284722,0.243138,141624
2002-01-10,0.281250,0.291666,0.270833,0.281250,0.240173,179136
2002-01-11,0.309027,0.326388,0.298611,0.309027,0.263893,876528
2002-01-14,0.312500,0.322916,0.312500,0.312500,0.266859,228888
2002-01-15,0.315972,0.319444,0.298611,0.315972,0.269824,422136
2002-01-16,0.315972,0.326388,0.309027,0.315972,0.269824,325440
